"FECHA","INDICE_NOMINAL","RENT_ANUAL_IN","INDICE_REAL","RENT_ANUAL_IR"
"2015-10-01","216.09","-0.0408","162.48","-0.0127"
"2015-10-02","216.56","-0.0406","162.88","-0.0144"
"2015-10-05","216.48","-0.0415","162.78","-0.0158"
"2015-10-06","216.55","-0.046","162.86","-0.0214"
"2015-10-07","216.71","-0.0513","163.01","-0.0272"
"2015-10-12","216.9","-0.055","163.07","-0.0266"
"2015-10-13","216.79","-0.0573","163.46","-0.0235"
"2015-10-14","217.74","-0.0542","165.46","-0.0117"
"2015-10-15","218.67","-0.0547","166.34","-0.0117"
"2015-10-16","219.75","-0.048","167.63","-0.0015"
"2015-10-19","220.02","-0.0492","167.69","-0.0046"
"2015-10-20","220.48","-0.0478","168.06","-0.0026"
"2015-10-21","221.44","-0.0435","169.19","0.0039"
"2015-10-22","222.72","-0.0382","170.44","0.0115"
"2015-10-23","223.85","-0.0235","171.49","0.0173"
"2015-10-26","223.53","-0.029","171.31","0.0159"
"2015-10-27","224.74","-0.0239","172.39","0.0218"
"2015-10-28","224.27","-0.0241","172.06","0.0195"
"2015-10-29","222.42","-0.0327","171.16","0.0146"
"2015-10-30","224.09","-0.0248","172.39","0.0262"
"2015-11-02","223.96","-0.0308","172.3","0.0157"
"2015-11-03","223.31","-0.0363","171.57","0.0109"
"2015-11-04","222.66","-0.0332","171.03","0.0176"
"2015-11-05","222.2","-0.0309","170.55","0.0179"
"2015-11-06","221.46","-0.0332","169.91","0.0109"
"2015-11-09","221.39","-0.0372","169.84","0.0242"
"2015-11-10","222.19","-0.0332","170.5","0.0269"
"2015-11-11","222.64","-0.0325","171.02","0.0245"
"2015-11-12","223.12","-0.0272","171.19","0.0304"
"2015-11-13","224.51","-0.0209","172.4","0.0338"
"2015-11-16","224.62","-0.0202","172.33","0.0302"
"2015-11-17","223.97","-0.0255","171.69","0.0229"
"2015-11-18","224.3","-0.025","171.84","0.0224"
"2015-11-19","225.93","-0.0176","173.16","0.0308"
"2015-11-20","227.29","-0.0126","174.27","0.0309"
"2015-11-23","226.53","-0.0163","173.41","0.0258"
"2015-11-24","227.06","-0.0141","174.22","0.0309"
"2015-11-25","226.9","-0.0178","174.05","0.0263"
"2015-11-26","226.45","-0.0236","173.56","0.017"
"2015-11-27","226.45","-0.0263","172.61","0.0131"
"2015-11-30","226.8","-0.0273","173.92","0.0174"
"2015-12-01","226.79","-0.0329","174.27","0.0107"
"2015-12-02","226.67","-0.0306","174.0","0.0125"
"2015-12-03","226.57","-0.0313","174.22","0.0158"
"2015-12-04","226.28","-0.0325","173.85","0.0114"
"2015-12-07","226.52","-0.0311","174.03","0.0137"
"2015-12-09","226.31","-0.0313","173.68","0.0142"
"2015-12-10","226.07","-0.0303","173.59","0.018"
"2015-12-11","224.47","-0.0311","173.62","0.0272"
"2015-12-14","222.65","-0.0377","169.67","0.0072"
"2015-12-15","222.56","-0.035","169.6","0.0121"
"2015-12-16","223.14","-0.0293","171.37","0.0272"
"2015-12-17","223.93","-0.0289","171.07","0.024"
"2015-12-18","223.36","-0.0334","171.51","0.0227"
"2015-12-21","223.25","-0.0341","171.23","0.0202"
"2015-12-22","222.79","-0.0374","170.98","0.022"
"2015-12-23","222.63","-0.0372","170.5","0.0191"
"2015-12-23","222.63","-0.0372","170.5","0.0191"
"2015-12-28","222.06","-0.0394","170.12","0.0172"
"2015-12-29","221.85","-0.039","169.79","0.016"
"2015-12-30","220.69","-0.0437","169.81","0.017"
"2015-12-31","221.22","-0.041","170.3","0.0269"
"2016-01-04","221.29","-0.0407","170.4","0.0274"
"2016-01-05","223.08","-0.0306","171.5","0.0268"
"2016-01-06","222.92","-0.0355","171.31","0.0241"
"2016-01-07","222.47","-0.0383","171.35","0.0244"
"2016-01-08","222.1","-0.0398","170.44","0.0194"
"2016-01-11","222.02","-0.0398","170.22","0.022"
"2016-01-12","221.48","-0.0426","169.8","0.0181"
"2016-01-13","221.47","-0.0432","169.84","0.0178"
"2016-01-14","221.88","-0.046","169.6","0.0171"
"2016-01-15","221.35","-0.052","169.62","0.0126"
"2016-01-18","220.98","-0.0607","169.69","0.0029"
"2016-01-19","221.0","-0.0629","169.71","-0.0001"
"2016-01-20","220.86","-0.0662","168.22","-0.0129"
"2016-01-21","220.97","-0.0651","168.25","-0.0151"
"2016-01-22","220.93","-0.0726","168.47","-0.0139"
"2016-01-25","220.77","-0.0791","168.55","-0.0288"
"2016-01-26","220.07","-0.0829","167.68","-0.0362"
"2016-01-27","219.48","-0.0893","166.72","-0.0452"
"2016-01-28","218.6","-0.0912","165.89","-0.0501"
"2016-01-29","218.62","-0.0892","165.99","-0.0354"
"2016-02-01","218.72","-0.0876","165.86","-0.0329"
"2016-02-02","219.03","-0.0882","165.91","-0.0346"
"2016-02-03","220.0","-0.0857","166.95","-0.0316"
"2016-02-04","221.18","-0.0809","166.97","-0.0311"
"2016-02-05","221.86","-0.0776","168.23","-0.0223"
"2016-02-08","221.54","-0.0711","168.59","-0.0075"
"2016-02-09","220.8","-0.0722","167.74","-0.0177"
"2016-02-10","220.69","-0.0739","167.7","-0.019"
"2016-02-11","219.97","-0.0757","167.72","-0.0162"
"2016-02-12","220.57","-0.0728","167.94","0.0217"
"2016-02-15","222.13","-0.0663","169.19","-0.0068"
"2016-02-16","221.95","-0.067","168.96","-0.026"
"2016-02-17","221.99","-0.0626","168.97","-0.0261"
"2016-02-18","221.86","-0.0612","168.92","0.0026"
"2016-02-19","222.02","-0.0566","169.1","0.0075"
"2016-02-22","222.2","-0.056","169.38","0.0071"
"2016-02-23","222.24","-0.0569","169.4","0.0067"
"2016-02-24","222.02","-0.0596","169.24","0.0046"
"2016-02-25","222.55","-0.0562","169.65","0.0092"
"2016-02-26","223.37","-0.0545","170.76","0.0125"
"2016-02-29","223.86","-0.055","169.73","-0.0092"
"2016-03-01","224.08","-0.054","171.13","-0.001"
"2016-03-02","224.7","-0.0522","171.97","0.0136"
"2016-03-03","225.62","-0.044","172.98","0.0257"
"2016-03-04","226.6","-0.0391","173.71","0.0326"
"2016-03-07","227.14","-0.0248","174.34","0.0543"
"2016-03-08","227.25","-0.0243","174.37","0.0545"
"2016-03-09","227.88","-0.0239","174.86","0.0543"
"2016-03-10","228.57","-0.0171","175.73","0.0651"
"2016-03-11","230.77","-0.0076","178.33","0.0804"
"2016-03-14","230.41","-0.0023","178.91","0.0884"
"2016-03-15","229.7","-0.0054","177.82","0.0817"
"2016-03-16","230.02","-0.0015","178.41","0.0899"
"2016-03-17","232.16","0.007","180.94","0.1079"
"2016-03-18","232.28","0.0078","180.92","0.1056"
"2016-03-21","230.86","0.0065","179.16","0.1021"
"2016-03-22","230.29","0.004","178.43","0.0977"
"2016-03-23","229.86","0.0001","178.44","0.0925"
"2016-03-28","231.35","0.0083","179.28","0.0943"
"2016-03-29","231.82","0.0103","180.07","0.0991"
"2016-03-30","232.88","0.0111","181.15","0.1012"
"2016-03-31","234.11","0.0145","181.17","0.0996"
"2016-04-01","233.32","0.0058","181.45","0.0914"
"2016-04-04","232.35","0.0017","180.46","0.0855"
"2016-04-05","229.8","-0.0093","177.32","0.0666"
"2016-04-06","230.38","-0.0141","177.37","0.0558"
"2016-04-07","230.22","-0.0128","177.89","0.0614"
"2016-04-08","231.77","-0.005","179.59","0.073"
"2016-04-11","238.44","0.0245","186.46","0.1143"
"2016-04-12","239.4","0.0286","187.8","0.1223"
"2016-04-13","240.54","0.0346","190.33","0.1385"
"2016-04-14","240.99","0.0334","190.8","0.1359"
"2016-04-15","240.61","0.0338","190.32","0.1373"
"2016-04-18","241.55","0.0418","191.32","0.1478"
"2016-04-19","244.97","0.0565","194.83","0.1688"
"2016-04-20","245.04","0.0545","194.81","0.1628"
"2016-04-21","244.13","0.0517","193.77","0.1589"
"2016-04-22","242.85","0.0484","192.59","0.1514"
"2016-04-25","242.92","0.0508","186.53","0.1207"
"2016-04-26","242.74","0.05","192.26","0.1552"
"2016-04-27","243.74","0.054","193.09","0.1588"
"2016-04-28","245.78","0.0618","195.14","0.1707"
"2016-04-29","245.83","0.0638","195.5","0.1774"
"2016-05-02","246.22","0.0673","195.72","0.1783"
"2016-05-03","244.95","0.0618","195.73","0.1784"
"2016-05-04","244.53","0.0635","193.69","0.1649"
"2016-05-05","244.8","0.0721","193.7","0.1646"
"2016-05-06","245.44","0.0781","193.87","0.1915"
"2016-05-09","245.69","0.0728","193.83","0.185"
"2016-05-10","246.72","0.0773","194.97","0.192"
"2016-05-11","247.21","0.0835","195.32","0.1995"
"2016-05-12","247.1","0.0835","195.2","0.1992"
"2016-05-13","247.49","0.0855","195.58","0.2008"
"2016-05-16","248.56","0.0899","196.65","0.1933"
"2016-05-17","249.22","0.0928","196.78","0.1941"
"2016-05-18","248.1","0.0886","195.31","0.1858"
"2016-05-19","244.77","0.0739","191.98","0.1646"
"2016-05-20","245.64","0.0787","192.61","0.1701"
"2016-05-23","244.61","0.0727","191.68","0.1615"
"2016-05-24","244.94","0.0741","191.7","0.1615"
"2016-05-25","244.77","0.0727","191.59","0.1591"
"2016-05-26","245.06","0.0744","190.94","0.1557"
"2016-05-27","244.81","0.0721","191.77","0.1593"
"2016-05-30","245.15","0.0753","192.04","0.1619"
"2016-05-31","245.14","0.0753","188.42","0.14"
"2016-06-01","245.04","0.0783","188.52","0.1446"
"2016-06-02","246.88","0.0886","190.2","0.1558"
"2016-06-03","248.7","0.101","192.15","0.1733"
"2016-06-06","249.24","0.1053","191.8","0.1713"
"2016-06-07","249.8","0.1078","192.49","0.1755"
"2016-06-08","250.1","0.1098","192.82","0.1776"
"2016-06-09","249.72","0.1103","192.44","0.1799"
"2016-06-10","249.15","0.1064","191.83","0.172"
"2016-06-13","249.7","0.1049","191.7","0.1661"
"2016-06-14","249.21","0.1027","192.5","0.1709"
"2016-06-15","249.26","0.1034","192.52","0.1712"
"2016-06-16","248.76","0.102","190.94","0.1624"
"2016-06-17","249.19","0.1047","191.38","0.1654"
"2016-06-20","250.14","0.1062","192.38","0.1682"
"2016-06-21","250.0","0.1056","192.07","0.1663"
"2016-06-22","249.54","0.1056","194.32","0.1813"
"2016-06-23","251.61","0.1195","194.33","0.1873"
"2016-06-24","251.42","0.1191","194.35","0.1867"
"2016-06-27","251.67","0.1244","194.49","0.1916"
"2016-06-28","252.45","0.1279","195.35","0.1968"
"2016-06-30","254.78","0.1365","197.84","0.2104"
"2016-07-01","257.97","0.1565","201.23","0.2373"
"2016-07-04","257.63","0.1618","200.58","0.2424"
"2016-07-05","257.56","0.1615","200.22","0.2402"
"2016-07-06","257.62","0.1623","200.24","0.2414"
"2016-07-07","257.31","0.1621","199.9","0.2409"
"2016-07-08","257.49","0.1641","200.59","0.2474"
"2016-07-11","257.94","0.1659","200.97","0.2471"
"2016-07-12","257.24","0.1628","201.18","0.2484"
"2016-07-13","258.13","0.1632","201.31","0.243"
"2016-07-14","258.75","0.1597","201.41","0.2346"
"2016-07-15","258.63","0.1598","201.88","0.2357"
"2016-07-18","258.63","0.1494","191.76","0.1593"
"2016-07-19","258.74","0.1499","194.04","0.1731"
"2016-07-20","258.62","0.1517","194.01","0.1759"
"2016-07-21","258.87","0.1497","193.0","0.1637"
"2016-07-22","258.7","0.1463","191.89","0.1528"
"2016-07-25","258.52","0.1422","191.43","0.1422"
"2016-07-26","258.53","0.1422","192.42","0.1481"
"2016-07-27","258.34","0.1414","189.93","0.1333"
"2016-08-01","259.48","0.1528","190.87","0.144"
"2016-08-02","259.83","0.1544","190.07","0.1392"
"2016-08-03","260.02","0.156","190.09","0.1395"
"2016-08-04","260.38","0.1564","190.43","0.138"
"2016-08-05","260.23","0.1562","190.79","0.1399"
"2016-08-08","260.12","0.1562","190.66","0.14"
"2016-08-09","260.05","0.1559","190.62","0.1398"
"2016-08-10","260.37","0.1568","190.87","0.1403"
"2016-08-11","260.57","0.1576","191.1","0.1421"
"2016-08-12","261.04","0.1582","192.5","0.1506"
"2016-08-15","261.42","0.1699","191.81","0.1506"
"2016-08-16","261.78","0.1715","192.05","0.1521"
"2016-08-17","261.4","0.1747","191.75","0.1489"
"2016-08-18","261.6","0.178","191.9","0.1708"
"2016-08-19","261.63","0.1777","191.82","0.1703"
"2016-08-22","261.71","0.1847","191.96","0.1759"
"2016-08-23","261.62","0.1842","191.89","0.1755"
"2016-08-24","261.88","0.1976","192.03","0.1867"
"2016-08-25","261.6","0.1951","191.94","0.1862"
"2016-08-26","261.36","0.2034","191.61","0.1951"
"2016-08-29","260.19","0.1986","190.35","0.1823"
"2016-08-31","258.94","0.1957","189.54","0.1795"
"2016-09-01","258.2","0.2007","188.8","0.1838"
"2016-09-02","258.19","0.2039","188.96","0.1949"
"2016-09-05","258.17","0.2033","188.86","0.191"
"2016-09-06","259.11","0.2077","188.95","0.1916"
"2016-09-07","260.37","0.2171","190.64","0.2036"
"2016-09-08","260.81","0.219","190.9","0.2049"
"2016-09-09","259.44","0.2141","189.64","0.1967"
"2016-09-12","259.53","0.2213","189.89","0.1991"
"2016-09-13","258.8","0.2179","189.17","0.1945"
"2016-09-14","258.16","0.2069","189.15","0.1852"
"2016-09-15","258.0","0.206","188.86","0.1811"
"2016-09-16","258.27","0.202","189.19","0.1751"
"2016-09-19","258.26","0.1879","189.32","0.1613"
"2016-09-20","258.59","0.1894","189.55","0.1628"
"2016-09-21","259.29","0.1916","191.03","0.1709"
"2016-09-22","260.32","0.2088","191.08","0.1709"
"2016-09-23","260.02","0.2072","190.69","0.177"
"2016-09-26","259.57","0.207","190.33","0.1759"
"2016-09-27","259.87","0.2084","190.27","0.1755"
"2016-09-28","257.7","0.2004","186.99","0.1606"
"2016-09-29","263.14","0.225","192.63","0.1953"
"2016-09-30","263.23","0.2183","192.56","0.1858"
"2016-10-03","263.09","0.2149","192.26","0.1804"
"2016-10-04","262.55","0.2124","191.91","0.1782"
"2016-10-05","262.83","0.2141","192.27","0.1811"
"2016-10-06","262.87","0.2139","192.02","0.179"
"2016-10-07","262.97","0.2135","192.28","0.1796"
"2016-10-10","263.35","0.2152","192.31","0.1797"
"2016-10-11","263.87","0.2176","192.82","0.1828"
"2016-10-12","263.69","0.2157","192.5","0.1804"
"2016-10-13","263.91","0.2174","193.9","0.1862"
"2016-10-14","264.34","0.214","192.84","0.1654"
"2016-10-17","263.9","0.201","192.56","0.1487"
"2016-10-18","263.84","0.2007","192.5","0.1483"
"2016-10-19","263.72","0.1986","192.37","0.1472"
"2016-10-20","264.26","0.1986","192.67","0.1464"
"2016-10-21","264.42","0.194","192.78","0.1394"
"2016-10-24","264.9","0.1834","193.09","0.1259"
"2016-10-25","264.77","0.1828","192.88","0.1247"
"2016-10-26","264.61","0.1838","192.62","0.1244"
"2016-10-27","264.18","0.1755","192.27","0.1153"
"2016-10-28","264.62","0.1799","192.74","0.1202"
"2016-10-31","264.86","0.1819","192.92","0.1191"
"2016-11-02","264.81","0.1824","192.79","0.1189"
"2016-11-03","264.39","0.1839","192.28","0.1207"
"2016-11-04","264.43","0.1876","192.31","0.1244"
"2016-11-07","264.62","0.1949","192.43","0.1326"
"2016-11-08","264.95","0.1963","192.72","0.1343"
"2016-11-09","262.78","0.1869","190.66","0.1226"
"2016-11-10","257.56","0.1592","187.77","0.1013"
"2016-11-11","255.4","0.1471","185.61","0.0854"
"2016-11-14","250.64","0.1164","181.8","0.0546"
"2016-11-15","249.97","0.1134","181.34","0.0519"
"2016-11-16","252.38","0.1236","183.92","0.0673"
"2016-11-21","253.3","0.1144","183.94","0.0555"
"2016-11-22","254.38","0.1192","185.07","0.062"
"2016-11-23","253.73","0.1201","184.48","0.0638"
"2016-11-24","254.14","0.1193","184.86","0.0611"
"2016-11-25","254.18","0.1202","184.86","0.0621"
"2016-11-28","254.78","0.1251","185.34","0.0738"
"2016-11-29","254.77","0.1251","185.25","0.0733"
"2016-11-30","254.27","0.1211","184.81","0.0626"
"2016-12-01","253.48","0.1177","184.07","0.0562"
"2016-12-02","253.82","0.1198","183.15","0.0526"
"2016-12-05","254.17","0.1233","184.52","0.0614"
"2016-12-06","254.58","0.125","184.87","0.0634"
"2016-12-07","255.19","0.1265","185.35","0.0651"
"2016-12-09","255.59","0.1294","185.7","0.0692"
"2016-12-12","255.56","0.1385","185.63","0.0692"
"2016-12-13","255.66","0.139","185.78","0.0701"
"2016-12-14","255.4","0.1471","185.68","0.0943"
"2016-12-15","254.3","0.1426","184.82","0.0898"
"2016-12-16","253.9","0.1379","184.28","0.0753"
"2016-12-19","254.39","0.1389","184.55","0.0761"
"2016-12-20","254.46","0.1392","184.51","0.0758"
"2016-12-21","254.41","0.1396","184.43","0.0771"
"2016-12-22","253.74","0.1389","183.77","0.0748"
"2016-12-23","253.74","0.1398","183.77","0.0778"
"2016-12-26","254.75","0.1443","184.76","0.0836"
"2016-12-27","254.56","0.1434","184.64","0.0829"
"2016-12-28","254.13","0.1444","184.17","0.0826"
"2016-12-29","253.89","0.1444","184.02","0.0838"
"2016-12-30","253.6","0.1491","183.97","0.0834"
"2016-12-31","253.64","0.1466","0.0","0.0"
"2017-01-02","253.19","0.1445","183.62","0.0782"
"2017-01-03","253.63","0.1465","183.75","0.079"
"2017-01-04","252.84","0.1426","183.11","0.0746"
"2017-01-05","253.54","0.1365","183.81","0.0718"
"2017-01-06","254.11","0.1399","184.54","0.0772"
"2017-01-09","255.15","0.1488","185.37","0.0876"
"2017-01-10","255.29","0.1495","185.26","0.087"
"2017-01-11","255.89","0.1526","186.04","0.0929"
"2017-01-12","257.85","0.1642","187.64","0.1051"
"2017-01-13","257.91","0.1645","187.72","0.1053"
"2017-01-16","257.18","0.1619","186.91","0.102"
"2017-01-17","258.38","0.1673","187.85","0.1075"
"2017-01-18","257.72","0.1662","187.31","0.1039"
"2017-01-19","257.53","0.1653","187.04","0.1021"
"2017-01-20","258.58","0.1708","188.02","0.1176"
"2017-01-23","259.56","0.1748","188.68","0.1199"
"2017-01-24","259.7","0.1755","188.82","0.1208"
"2017-01-25","259.57","0.1758","188.81","0.1202"
"2017-01-26","259.87","0.1809","188.84","0.1262"
"2017-01-27","260.38","0.1863","189.4","0.1361"
"2017-01-30","260.9","0.1934","189.79","0.1433"
"2017-01-31","261.58","0.1965","191.88","0.156"
"2017-02-01","261.78","0.1969","190.64","0.1494"
"2017-02-02","261.9","0.1957","190.87","0.1505"
"2017-02-03","261.64","0.1893","190.9","0.1435"
"2017-02-06","261.22","0.1774","190.39","0.1317"
"2017-02-07","260.47","0.174","189.78","0.1281"
"2017-02-08","260.36","0.1752","189.62","0.1248"
"2017-02-09","260.67","0.1806","189.76","0.1313"
"2017-02-10","260.99","0.1826","190.05","0.1333"
"2017-02-13","260.61","0.1815","189.84","0.1305"
"2017-02-14","260.51","0.1811","189.7","0.1296"
"2017-02-15","260.64","0.1733","189.73","0.1214"
"2017-02-16","260.6","0.1742","189.68","0.1227"
"2017-02-17","260.24","0.1723","189.34","0.1206"
"2017-02-20","260.35","0.1726","189.5","0.1206"
"2017-02-21","260.37","0.1727","189.26","0.1192"
"2017-02-22","260.89","0.1741","189.72","0.1201"
"2017-02-23","261.41","0.1762","190.07","0.122"
"2017-02-24","262.06","0.1804","190.75","0.1271"
"2017-02-27","261.89","0.1725","190.61","0.1162"
"2017-02-28","261.45","0.168","190.26","0.1142"
"2017-03-01","253.83","0.1328","189.99","0.1102"
"2017-03-02","253.59","0.1286","189.67","0.1029"
"2017-03-03","253.74","0.1246","189.77","0.0971"
"2017-03-06","254.21","0.1218","189.94","0.0934"
"2017-03-07","254.22","0.1192","189.91","0.0893"
"2017-03-08","254.07","0.118","189.85","0.0888"
"2017-03-09","253.78","0.1136","189.61","0.0844"
"2017-03-10","254.35","0.1128","190.07","0.0816"
"2017-03-13","255.02","0.1051","190.52","0.0683"
"2017-03-14","255.32","0.1081","190.86","0.0668"
"2017-03-15","256.34","0.116","191.89","0.0792"
"2017-03-16","257.92","0.1213","193.09","0.0823"
"2017-03-17","258.35","0.1128","193.48","0.0693"
"2017-03-20","258.26","0.1119","193.46","0.0693"
"2017-03-21","259.46","0.1239","194.29","0.0845"
"2017-03-22","259.65","0.1275","194.53","0.0902"
"2017-03-23","259.43","0.1287","194.34","0.0891"
"2017-03-24","260.21","0.132","195.07","0.0932"
"2017-03-27","261.62","0.1382","196.46","0.1009"
"2017-03-28","262.24","0.1335","196.66","0.097"
"2017-03-29","262.47","0.1322","196.74","0.0926"
"2017-03-30","262.28","0.1263","197.1","0.0881"
"2017-03-31","262.59","0.1217","197.15","0.0882"
"2017-04-03","262.47","0.1249","197.53","0.0886"
"2017-04-04","262.12","0.1281","197.62","0.0951"
"2017-04-05","262.01","0.1402","197.31","0.1127"
"2017-04-06","262.2","0.1381","197.51","0.1135"
"2017-04-07","263.4","0.1441","198.34","0.115"
"2017-04-10","262.09","0.1308","197.54","0.1"
"2017-04-11","261.18","0.0954","196.49","0.0538"
"2017-04-12","261.32","0.0915","196.59","0.0468"
"2017-04-17","262.54","0.0911","198.24","0.0416"
"2017-04-18","263.15","0.0894","198.79","0.0391"
"2017-04-19","263.2","0.0744","198.85","0.0207"
"2017-04-20","262.73","0.0722","198.55","0.0192"
"2017-04-21","263.01","0.0774","198.89","0.0264"
"2017-04-24","263.43","0.0847","199.5","0.0359"
"2017-04-25","263.49","0.0847","199.51","0.0696"
"2017-04-26","263.18","0.0842","199.32","0.0367"
"2017-04-27","264.3","0.0843","200.86","0.0402"
"2017-04-28","265.74","0.0812","202.15","0.0359"
"2017-05-02","268.72","0.0914","205.17","0.0483"
"2017-05-03","268.67","0.0968","205.14","0.0481"
"2017-05-04","268.37","0.0975","204.64","0.0566"
"2017-05-05","267.77","0.0938","203.81","0.0522"
"2017-05-08","266.39","0.0853","202.3","0.0435"
"2017-05-09","266.46","0.0845","202.14","0.0429"
"2017-05-10","267.15","0.0828","202.68","0.0396"
"2017-05-11","267.61","0.0826","202.86","0.0386"
"2017-05-12","268.01","0.0846","203.22","0.0411"
"2017-05-15","267.78","0.082","202.67","0.0362"
"2017-05-16","268.07","0.0785","202.77","0.0311"
"2017-05-17","267.83","0.0747","202.29","0.028"
"2017-05-18","267.39","0.0777","201.78","0.0331"
"2017-05-19","267.57","0.0931","202.15","0.053"
"2017-05-22","266.97","0.0869","201.41","0.0457"
"2017-05-23","266.79","0.0907","201.23","0.0498"
"2017-05-24","266.77","0.0891","201.13","0.0492"
"2017-05-25","267.45","0.0927","201.9","0.0538"
"2017-05-26","267.84","0.093","202.12","0.0585"
"2017-05-29","267.66","0.0934","201.95","0.0531"
"2017-05-30","268.6","0.0957","202.79","0.0559"
"2017-05-31","269.33","0.0986","203.32","0.0791"
"2017-06-01","269.7","0.1007","203.53","0.0796"
"2017-06-02","270.36","0.0951","203.97","0.0724"
"2017-06-05","270.33","0.087","204.03","0.0618"
"2017-06-06","270.8","0.0865","204.38","0.0656"
"2017-06-07","270.5","0.0828","204.19","0.0608"
"2017-06-08","270.92","0.0832","204.51","0.0606"
"2017-06-09","270.79","0.0844","204.56","0.0629"
"2017-06-12","270.64","0.0863","204.3","0.065"
"2017-06-13","270.21","0.0821","203.79","0.063"
"2017-06-14","271.48","0.0893","204.84","0.0641"
"2017-06-15","271.71","0.0901","205.04","0.065"
"2017-06-16","272.34","0.0948","205.74","0.0775"
"2017-06-19","272.74","0.0945","205.95","0.0761"
"2017-06-20","272.54","0.0895","205.59","0.0686"
"2017-06-21","272.12","0.0885","204.79","0.0662"
"2017-06-22","271.85","0.0894","204.51","0.0525"
"2017-06-23","272.05","0.0812","204.61","0.0529"
"2017-06-26","272.19","0.0826","204.57","0.0526"
"2017-06-27","272.43","0.0825","204.73","0.0526"
"2017-06-28","272.58","0.0797","204.78","0.0483"
"2017-06-30","272.48","0.0695","204.72","0.0348"
"2017-07-03","271.65","0.053","204.69","0.0172"
"2017-07-04","270.94","0.0517","204.02","0.0172"
"2017-07-05","270.08","0.0486","203.21","0.0149"
"2017-07-06","269.58","0.0464","202.64","0.012"
"2017-07-07","267.44","0.0394","202.03","0.0107"
"2017-07-10","266.89","0.0365","199.99","-0.003"
"2017-07-11","268.26","0.04","199.21","-0.0088"
"2017-07-12","269.7","0.0484","200.35","-0.0041"
"2017-07-13","270.02","0.0461","202.51","0.006"
"2017-07-14","270.46","0.0452","202.8","0.0069"
"2017-07-17","271.92","0.0514","202.77","0.0044"
"2017-07-18","272.94","0.0553","202.89","0.0581"
"2017-07-19","273.15","0.0557","204.43","0.0536"
"2017-07-20","274.14","0.06","204.79","0.0556"
"2017-07-21","274.51","0.0604","206.05","0.0677"
"2017-07-24","274.42","0.0608","206.57","0.0765"
"2017-07-25","274.11","0.0603","206.45","0.0785"
"2017-07-26","274.5","0.0618","206.09","0.071"
"2017-07-27","274.78","0.0636","206.46","0.087"
"2017-07-31","274.79","0.0636","207.93","0.0948"
"2017-08-01","276.32","0.0649","209.78","0.0991"
"2017-08-02","276.93","0.0658","208.68","0.0979"
"2017-08-03","276.92","0.065","208.98","0.0994"
"2017-08-04","276.47","0.0618","208.66","0.0957"
"2017-08-07","276.5","0.0625","208.02","0.0903"
"2017-08-08","276.55","0.0632","207.91","0.0905"
"2017-08-09","275.91","0.061","207.77","0.0899"
"2017-08-10","276.48","0.0619","207.51","0.0872"
"2017-08-11","276.89","0.0626","207.83","0.0875"
"2017-08-14","277.25","0.0621","209.7","0.0894"
"2017-08-15","276.74","0.0586","208.21","0.0855"
"2017-08-16","276.58","0.0565","207.99","0.083"
"2017-08-17","276.77","0.0588","207.86","0.084"
"2017-08-18","276.83","0.0582","207.93","0.0836"
"2017-08-21","276.97","0.0586","207.96","0.0841"
"2017-08-22","277.35","0.0597","208.15","0.0844"
"2017-08-23","277.35","0.0601","208.45","0.0863"
"2017-08-24","277.71","0.0605","208.32","0.0848"
"2017-08-25","278.01","0.0627","208.57","0.0866"
"2017-08-28","278.77","0.0666","208.74","0.0894"
"2017-08-29","279.02","0.0724","209.4","0.1"
"2017-08-31","279.14","0.078","209.5","0.1053"
"2017-09-01","271.62","0.0519","209.86","0.1115"
"2017-09-04","270.92","0.0493","209.24","0.1073"
"2017-09-05","271.83","0.0529","208.81","0.1057"
"2017-09-06","271.76","0.0488","209.55","0.109"
"2017-09-07","271.79","0.0439","209.42","0.0985"
"2017-09-08","272.32","0.0441","209.58","0.0978"
"2017-09-11","273.27","0.0533","210.44","0.1097"
"2017-09-12","273.54","0.054","210.9","0.1106"
"2017-09-13","273.62","0.0573","211.15","0.1162"
"2017-09-14","273.58","0.0597","211.07","0.1159"
"2017-09-15","274.43","0.0637","211.06","0.1176"
"2017-09-18","276.09","0.069","211.94","0.1203"
"2017-09-19","276.52","0.0707","213.14","0.1258"
"2017-09-20","276.9","0.0708","213.52","0.1264"
"2017-09-21","277.19","0.069","213.7","0.1187"
"2017-09-22","277.08","0.0644","213.8","0.1189"
"2017-09-25","276.57","0.0636","213.8","0.1212"
"2017-09-26","275.99","0.0633","213.37","0.1211"
"2017-09-27","275.42","0.0598","212.7","0.1179"
"2017-09-28","275.2","0.0679","212.44","0.1361"
"2017-09-29","275.38","0.0465","212.3","0.1021"
"2017-09-30","275.42","0.0463","0.0","0.0"
"2017-10-02","274.99","0.0447","212.36","0.1028"
"2017-10-03","274.66","0.044","212.15","0.1034"
"2017-10-04","275.07","0.0477","211.79","0.1036"
"2017-10-05","275.36","0.0477","212.32","0.1043"
"2017-10-06","275.4","0.0477","212.56","0.107"
"2017-10-09","276.71","0.0523","212.57","0.1055"
"2017-10-10","277.6","0.0541","213.39","0.1096"
"2017-10-11","277.58","0.052","214.11","0.1104"
"2017-10-12","277.61","0.0528","214.17","0.1126"
"2017-10-13","277.57","0.0518","216.21","0.1151"
"2017-10-16","277.24","0.0488","216.0","0.1201"
