"FECHA","INDICE_NOMINAL","RENT_ANUAL_IN","INDICE_REAL","RENT_ANUAL_IR"
"2013-10-02","214.51","-0.0504","173.07","-0.0904"
"2013-10-03","213.26","-0.0568","171.89","-0.0968"
"2013-10-04","212.92","-0.058","171.48","-0.0981"
"2013-10-09","212.0","-0.0605","170.04","-0.0985"
"2013-10-10","210.84","-0.0651","169.1","-0.1052"
"2013-10-11","212.79","-0.0571","170.65","-0.1009"
"2013-10-14","213.84","-0.0538","172.08","-0.09"
"2013-10-15","214.04","-0.0533","172.11","-0.0903"
"2013-10-16","215.13","-0.052","173.66","-0.0844"
"2013-10-17","217.93","-0.0403","176.62","-0.0692"
"2013-10-18","218.09","-0.0428","177.84","-0.0746"
"2013-10-21","217.48","-0.0481","177.5","-0.0805"
"2013-10-22","218.74","-0.0426","178.1","-0.0794"
"2013-10-23","219.29","-0.0387","178.95","-0.075"
"2013-10-24","219.83","-0.0408","179.99","-0.0714"
"2013-10-25","220.31","-0.0369","180.12","-0.0698"
"2013-10-28","220.11","-0.0365","179.59","-0.0684"
"2013-10-29","219.33","-0.0399","177.82","-0.0776"
"2013-10-30","218.43","-0.0455","177.72","-0.0813"
"2013-10-31","217.68","-0.0467","176.6","-0.0838"
"2013-11-04","215.32","-0.057","174.83","-0.093"
"2013-11-05","214.33","-0.0588","172.52","-0.1053"
"2013-11-06","214.29","-0.0597","172.15","-0.1077"
"2013-11-07","213.48","-0.0654","170.91","-0.1167"
"2013-11-08","213.06","-0.0654","170.09","-0.1206"
"2013-11-11","212.65","-0.067","169.59","-0.1223"
"2013-11-12","212.51","-0.0681","169.86","-0.1208"
"2013-11-13","213.1","-0.0657","170.27","-0.1189"
"2013-11-14","212.91","-0.068","170.12","-0.1218"
"2013-11-15","212.77","-0.0728","170.06","-0.1272"
"2013-11-18","212.69","-0.074","170.11","-0.1281"
"2013-11-19","212.43","-0.0758","169.51","-0.1214"
"2013-11-20","212.4","-0.0771","168.87","-0.1253"
"2013-11-21","212.03","-0.0774","168.35","-0.1257"
"2013-11-22","212.33","-0.0759","168.68","-0.1236"
"2013-11-25","211.79","-0.0794","167.52","-0.13"
"2013-11-26","212.21","-0.0797","169.69","-0.119"
"2013-11-27","212.6","-0.0798","170.03","-0.1187"
"2013-11-28","212.84","-0.0791","170.33","-0.1187"
"2013-11-29","213.32","-0.0786","170.83","-0.1188"
"2013-12-02","212.86","-0.0852","170.35","-0.1288"
"2013-12-03","211.92","-0.0941","169.19","-0.1385"
"2013-12-04","210.67","-0.1015","179.55","-0.0899"
"2013-12-05","210.72","-0.1044","178.94","-0.0951"
"2013-12-06","211.33","-0.1039","179.29","-0.0969"
"2013-12-09","210.37","-0.107","167.85","-0.1524"
"2013-12-10","210.57","-0.1033","167.76","-0.134"
"2013-12-11","210.6","-0.105","167.84","-0.1351"
"2013-12-12","209.92","-0.1091","167.25","-0.139"
"2013-12-13","209.59","-0.1109","166.77","-0.1417"
"2013-12-16","209.94","-0.1089","166.85","-0.1402"
"2013-12-17","210.17","-0.1088","167.38","-0.1416"
"2013-12-18","209.8","-0.1101","166.8","-0.1436"
"2013-12-19","209.36","-0.1123","166.21","-0.1476"
"2013-12-20","210.03","-0.109","168.21","-0.1369"
"2013-12-23","210.74","-0.1071","168.39","-0.1356"
"2013-12-24","211.07","-0.1057","168.64","-0.1343"
"2013-12-26","210.65","-0.1087","168.43","-0.1356"
"2013-12-27","209.77","-0.1136","171.69","-0.1212"
"2014-01-02","210.78","-0.1112","172.22","-0.1192"
"2014-01-03","210.31","-0.114","171.87","-0.1227"
"2014-01-06","210.32","-0.1129","171.84","-0.1203"
"2014-01-07","209.63","-0.1161","171.41","-0.1253"
"2014-01-08","209.63","-0.1129","169.82","-0.128"
"2014-01-09","209.93","-0.1157","169.92","-0.1318"
"2014-01-10","210.65","-0.1193","171.21","-0.1332"
"2014-01-13","210.8","-0.1108","171.24","-0.1364"
"2014-01-14","210.84","-0.1151","170.72","-0.1461"
"2014-01-15","209.88","-0.1204","170.26","-0.1509"
"2014-01-16","210.13","-0.119","170.4","-0.1494"
"2014-01-17","210.12","-0.118","170.12","-0.1493"
"2014-01-20","209.62","-0.1202","169.59","-0.1525"
"2014-01-21","209.71","-0.1213","169.8","-0.1518"
"2014-01-22","210.01","-0.1199","169.64","-0.1524"
"2014-01-23","210.26","-0.1153","170.12","-0.1452"
"2014-01-24","207.59","-0.126","167.16","-0.1604"
"2014-01-27","206.51","-0.1364","164.25","-0.1692"
"2014-01-28","205.0","-0.1353","164.8","-0.1568"
"2014-01-29","203.5","-0.1419","163.23","-0.1628"
"2014-01-30","204.46","-0.137","163.73","-0.1586"
"2014-01-31","203.76","-0.145","163.13","-0.1677"
"2014-02-03","202.76","-0.1472","163.24","-0.1793"
"2014-02-04","202.47","-0.1456","161.92","-0.1812"
"2014-02-05","202.33","-0.1544","161.23","-0.1806"
"2014-02-06","202.92","-0.1422","162.06","-0.1773"
"2014-02-07","203.19","-0.1416","162.42","-0.1759"
"2014-02-10","203.25","-0.1426","163.3","-0.1718"
"2014-02-11","203.53","-0.1414","163.58","-0.1703"
"2014-02-12","203.89","-0.1398","164.25","-0.1669"
"2014-02-13","203.16","-0.1512","163.54","-0.1674"
"2014-02-14","203.21","-0.1517","163.63","-0.1688"
"2014-02-17","203.41","-0.1545","163.14","-0.1775"
"2014-02-18","203.19","-0.1552","162.92","-0.1782"
"2014-02-19","203.05","-0.1556","162.96","-0.1767"
"2014-02-20","201.93","-0.1602","161.16","-0.1862"
"2014-02-21","200.75","-0.1631","160.01","-0.1882"
"2014-02-24","200.97","-0.1619","160.96","-0.183"
"2014-02-25","201.57","-0.157","162.76","-0.1709"
"2014-02-26","203.17","-0.1443","163.64","-0.1564"
"2014-02-27","205.46","-0.1368","165.8","-0.1514"
"2014-02-28","207.12","-0.1326","169.23","-0.1335"
"2014-03-03","206.78","-0.1358","166.17","-0.1514"
"2014-03-04","207.31","-0.1333","167.67","-0.1432"
"2014-03-05","207.83","-0.1312","168.03","-0.1401"
"2014-03-06","208.69","-0.1258","170.06","-0.1282"
"2014-03-07","207.14","-0.1323","170.11","-0.1273"
"2014-03-10","207.18","-0.1303","170.12","-0.1247"
"2014-03-11","206.55","-0.1298","170.55","-0.119"
"2014-03-12","206.04","-0.1313","167.3","-0.1356"
"2014-03-13","206.1","-0.1335","167.35","-0.1385"
"2014-03-14","206.59","-0.1329","167.16","-0.1416"
"2014-03-17","207.51","-0.1321","168.65","-0.1376"
"2014-03-18","208.02","-0.1306","169.37","-0.1346"
"2014-03-19","208.57","-0.1264","171.19","-0.1218"
"2014-03-20","206.86","-0.1328","168.62","-0.1337"
"2014-03-21","207.8","-0.1288","170.17","-0.1262"
"2014-03-24","207.91","-0.1277","170.51","-0.1238"
"2014-03-25","208.49","-0.126","171.07","-0.1217"
"2014-03-26","209.13","-0.1238","172.42","-0.115"
"2014-03-27","209.55","-0.123","172.96","-0.1133"
"2014-03-28","210.24","-0.1201","174.31","-0.1064"
"2014-03-31","211.93","-0.1131","177.16","-0.0918"
"2014-04-01","212.86","-0.1102","178.92","-0.084"
"2014-04-02","212.46","-0.1113","178.94","-0.0839"
"2014-04-03","212.65","-0.1106","178.92","-0.084"
"2014-04-04","213.49","-0.1074","179.64","-0.0809"
"2014-04-07","214.87","-0.1042","182.16","-0.0687"
"2014-04-08","216.08","-0.0995","183.88","-0.0649"
"2014-04-09","216.53","-0.0987","184.42","-0.0641"
"2014-04-10","216.89","-0.099","185.32","-0.0626"
"2014-04-11","215.09","-0.1077","182.01","-0.0817"
"2014-04-14","214.83","-0.1091","181.65","-0.0845"
"2014-04-15","213.45","-0.117","179.48","-0.0982"
"2014-04-16","212.74","-0.1193","178.23","-0.1044"
"2014-04-21","212.44","-0.1229","177.68","-0.1266"
"2014-04-22","213.03","-0.1166","178.37","-0.1187"
"2014-04-23","213.73","-0.121","178.9","-0.112"
"2014-04-24","214.57","-0.115","181.03","-0.0983"
"2014-04-25","214.4","-0.1121","181.08","-0.0919"
"2014-04-28","214.12","-0.1093","181.23","-0.0851"
"2014-04-29","214.32","-0.1051","181.28","-0.0802"
"2014-04-30","215.33","-0.1034","165.96","-0.1599"
"2014-05-02","216.66","-0.1057","167.06","-0.1645"
"2014-05-05","217.73","-0.1033","167.18","-0.1724"
"2014-05-06","218.02","-0.0933","166.88","-0.1742"
"2014-05-07","219.41","-0.0956","170.58","-0.1542"
"2014-05-08","220.86","-0.0828","170.52","-0.1537"
"2014-05-09","221.33","-0.0907","169.77","-0.1597"
"2014-05-12","221.8","-0.0862","166.79","-0.1717"
"2014-05-13","221.82","-0.0769","167.06","-0.1722"
"2014-05-14","222.47","-0.077","167.26","-0.1745"
"2014-05-15","221.79","-0.0812","166.76","-0.1789"
"2014-05-16","221.07","-0.0866","165.84","-0.1866"
"2014-05-19","220.87","-0.094","166.9","-0.1749"
"2014-05-20","221.01","-0.0915","166.91","-0.1725"
"2014-05-21","221.31","-0.0878","166.95","-0.1691"
"2014-05-22","221.4","-0.0803","167.01","-0.1624"
"2014-05-23","221.55","-0.0659","167.07","-0.1488"
"2014-05-26","221.21","-0.0604","167.18","-0.1435"
"2014-05-27","220.8","-0.065","167.37","-0.1409"
"2014-05-28","221.09","-0.0503","167.27","-0.1328"
"2014-05-29","221.28","-0.0284","167.29","-0.1207"
"2014-05-30","221.62","-0.0112","167.32","-0.096"
"2014-06-02","221.57","-0.0005","167.4","-0.0691"
"2014-06-03","221.12","0.0003","167.42","-0.0662"
"2014-06-04","220.16","-0.0007","167.4","-0.0589"
"2014-06-05","221.07","0.0019","164.6","-0.0812"
"2014-06-06","222.42","0.0265","166.37","-0.0588"
"2014-06-09","222.66","0.0108","165.35","-0.0689"
"2014-06-10","221.96","0.0277","164.68","-0.0639"
"2014-06-11","222.86","0.0342","165.58","-0.0522"
"2014-06-12","224.02","0.0379","166.84","-0.0452"
"2014-06-13","224.35","0.0283","167.43","-0.0549"
"2014-06-16","224.48","0.0167","167.46","-0.0687"
"2014-06-17","223.51","0.0193","167.49","-0.0591"
"2014-06-18","223.53","0.0232","170.07","-0.0413"
"2014-06-19","224.5","0.0226","171.12","-0.0338"
"2014-06-20","223.59","0.0537","170.24","-0.0035"
"2014-06-23","223.99","0.0819","169.76","0.0285"
"2014-06-24","223.99","0.0974","167.51","0.0376"
"2014-06-25","224.23","0.0886","165.79","0.0202"
"2014-06-26","224.43","0.08","172.17","0.0454"
"2014-06-27","224.93","0.0824","172.19","0.0455"
"2014-06-30","225.39","0.0846","172.34","0.0464"
"2014-07-01","225.69","0.0754","172.88","0.0368"
"2014-07-02","225.04","0.0729","172.69","0.0336"
"2014-07-03","225.94","0.0806","172.51","0.0307"
"2014-07-04","226.24","0.0784","172.51","0.0273"
"2014-07-07","226.78","0.0892","172.41","0.0386"
"2014-07-08","227.35","0.0874","172.44","0.0388"
"2014-07-09","227.84","0.0737","172.32","0.0132"
"2014-07-10","228.64","0.0746","172.36","0.0103"
"2014-07-11","230.08","0.0687","173.03","0.005"
"2014-07-14","230.96","0.0665","173.17","-0.0036"
"2014-07-15","232.14","0.0712","173.24","-0.0048"
"2014-07-16","232.41","0.0748","173.32","-0.0056"
"2014-07-17","231.26","0.0616","173.33","-0.0145"
"2014-07-18","231.13","0.0616","173.31","-0.017"
"2014-07-21","230.98","0.0656","173.84","-0.0069"
"2014-07-22","230.55","0.0631","176.87","0.0095"
"2014-07-23","230.11","0.054","177.38","-0.0081"
"2014-07-24","229.68","0.0578","176.93","-0.0032"
"2014-07-25","229.41","0.0602","179.16","0.0192"
"2014-07-30","229.2","0.0647","179.27","0.0226"
"2014-07-31","228.71","0.0673","174.65","0.0001"
"2014-08-01","228.63","0.0682","173.92","-0.0001"
"2014-08-04","228.89","0.0655","174.03","-0.006"
"2014-08-05","228.67","0.0628","173.65","-0.0094"
"2014-08-06","228.98","0.0652","173.32","-0.0115"
"2014-08-07","229.05","0.0806","173.36","0.0123"
"2014-08-08","227.8","0.0766","172.8","0.0099"
"2014-08-11","228.14","0.0724","172.95","0.0028"
"2014-08-12","228.77","0.0744","172.6","0.002"
"2014-08-13","229.09","0.0776","172.42","0.001"
"2014-08-14","229.23","0.0884","172.17","0.0058"
"2014-08-15","229.93","0.097","172.29","0.0191"
"2014-08-18","229.73","0.1033","172.42","0.0248"
"2014-08-19","230.0","0.1082","172.46","0.0338"
"2014-08-20","229.95","0.107","172.5","0.0356"
"2014-08-21","229.74","0.1105","172.0","0.0376"
"2014-08-22","229.76","0.1117","172.08","0.0441"
"2014-08-25","230.37","0.1126","172.13","0.0425"
"2014-08-26","230.98","0.116","172.17","0.0403"
"2014-08-27","230.58","0.1177","172.2","0.033"
"2014-08-28","230.33","0.1234","172.78","0.0435"
"2014-08-29","230.58","0.1298","172.82","0.0508"
"2014-09-01","231.46","0.1341","173.27","0.0536"
"2014-09-02","231.28","0.1301","173.28","0.0536"
"2014-09-03","231.45","0.1393","173.28","0.0545"
"2014-09-04","231.99","0.137","173.07","0.0593"
"2014-09-05","232.51","0.1531","173.08","0.0599"
"2014-09-08","232.28","0.1434","171.34","0.0484"
"2014-09-09","231.37","0.1373","172.48","0.0585"
"2014-09-10","230.37","0.1359","172.5","0.0637"
"2014-09-11","230.41","0.1325","171.68","0.0542"
"2014-09-12","229.31","0.1046","171.68","0.0258"
"2014-09-15","228.15","0.0926","171.59","0.0169"
"2014-09-16","228.76","0.081","169.3","-0.0093"
"2014-09-17","228.46","0.0842","169.16","-0.0108"
"2014-09-18","227.48","0.0704","168.89","-0.0122"
"2014-09-19","227.66","0.0547","170.01","-0.0393"
"2014-09-22","227.43","0.049","170.03","-0.0467"
"2014-09-23","226.26","0.0402","168.73","-0.0584"
"2014-09-24","226.23","0.0445","168.71","-0.0411"
"2014-09-25","224.9","0.0412","167.27","-0.0457"
"2014-09-26","224.26","0.0423","163.42","-0.0649"
"2014-09-29","223.54","0.0409","162.39","-0.0662"
"2014-09-30","224.38","0.0449","163.49","-0.0588"
"2014-10-01","225.29","0.0486","164.57","-0.0512"
"2014-10-02","225.72","0.0523","165.25","-0.0452"
"2014-10-03","225.86","0.0591","165.4","-0.0378"
"2014-10-06","227.0","0.0661","166.42","-0.0295"
"2014-10-07","228.42","0.0728","167.57","-0.0228"
"2014-10-09","230.39","0.0867","167.55","-0.0147"
"2014-10-10","229.53","0.0887","167.52","-0.0094"
"2014-10-13","229.98","0.0808","167.39","-0.0191"
"2014-10-14","230.21","0.0766","167.42","-0.027"
"2014-10-15","231.32","0.0807","168.32","-0.022"
"2014-10-16","230.83","0.073","167.88","-0.0332"
"2014-10-17","231.41","0.0618","168.47","-0.0462"
"2014-10-20","231.54","0.0617","168.5","-0.0525"
"2014-10-21","231.52","0.0646","168.52","-0.0506"
"2014-10-22","231.55","0.0586","168.5","-0.0539"
"2014-10-23","229.24","0.0454","168.57","-0.058"
"2014-10-24","230.21","0.0472","168.64","-0.0631"
"2014-10-27","230.24","0.0451","168.71","-0.0633"
"2014-10-28","229.8","0.044","168.78","-0.0602"
"2014-10-29","229.94","0.0484","168.69","-0.0514"
"2014-10-30","229.78","0.052","168.0","-0.0547"
"2014-10-31","231.07","0.0615","169.63","-0.0395"
"2014-11-03","231.73","0.0646","169.71","-0.039"
"2014-11-04","230.31","0.0696","168.08","-0.0386"
"2014-11-05","229.27","0.0697","167.55","-0.0288"
"2014-11-06","229.06","0.0689","168.07","-0.0237"
"2014-11-07","229.95","0.0772","165.83","-0.0297"
"2014-11-10","229.83","0.0787","166.03","-0.0239"
"2014-11-11","230.11","0.0821","166.93","-0.0157"
"2014-11-12","229.35","0.0792","166.13","-0.0219"
"2014-11-13","229.31","0.076","166.76","-0.0206"
"2014-11-14","229.25","0.0768","167.28","-0.0167"
"2014-11-17","229.82","0.0801","167.84","-0.0131"
"2014-11-18","230.07","0.0817","168.08","-0.012"
"2014-11-19","229.97","0.0826","167.98","-0.009"
"2014-11-20","230.19","0.0838","169.05","0.001"
"2014-11-21","230.28","0.0861","169.05","0.0042"
"2014-11-24","230.29","0.0846","169.0","0.0019"
"2014-11-25","231.0","0.0907","169.58","0.0123"
"2014-11-26","231.92","0.0928","170.66","0.0058"
"2014-11-27","232.57","0.0939","170.38","0.002"
"2014-11-28","233.16","0.0955","170.95","0.0036"
"2014-12-01","234.5","0.0993","172.42","0.0093"
"2014-12-02","233.84","0.0986","171.85","0.0088"
"2014-12-03","233.89","0.1037","171.52","0.0138"
"2014-12-04","233.89","0.1102","171.9","-0.0426"
"2014-12-05","233.79","0.1095","171.68","-0.0406"
"2014-12-09","233.62","0.1105","171.25","0.0203"
"2014-12-10","233.13","0.1071","170.52","0.0165"
"2014-12-11","231.68","0.1001","169.03","0.0071"
"2014-12-12","231.38","0.1022","168.46","0.0072"
"2014-12-15","230.63","0.1004","167.58","0.0049"
"2014-12-16","229.87","0.095","166.83","-0.0001"
"2014-12-17","230.6","0.0972","167.06","-0.0019"
"2014-12-18","231.09","0.1015","167.7","0.0054"
"2014-12-19","231.12","0.104","167.84","0.0098"
"2014-12-22","231.44","0.102","167.3","-0.0054"
"2014-12-23","231.24","0.0973","167.31","-0.0065"
"2014-12-24","230.97","0.0943","166.98","-0.0099"
"2014-12-26","231.16","0.0974","167.24","-0.007"
"2014-12-29","230.86","0.1005","167.12","-0.0266"
"2014-12-30","230.78","0.1002","166.97","-0.0275"
"2014-12-31","230.67","0.0997","165.84","-0.0341"
"2015-01-05","230.13","0.0942","167.03","-0.0282"
"2015-01-06","231.12","0.0989","167.28","-0.0265"
"2015-01-07","231.33","0.1035","167.27","-0.0242"
"2015-01-08","231.31","0.1034","167.19","-0.0155"
"2015-01-09","231.22","0.1014","166.56","-0.0198"
"2015-01-12","231.35","0.0983","166.78","-0.0259"
"2015-01-13","231.47","0.098","166.87","-0.0255"
"2015-01-14","232.59","0.1031","166.75","-0.0233"
"2015-01-15","233.48","0.1124","167.51","-0.0161"
"2015-01-16","235.26","0.1196","169.21","-0.007"
"2015-01-19","235.84","0.1224","169.73","-0.0023"
"2015-01-20","236.51","0.1283","170.42","0.0049"
"2015-01-21","236.37","0.1271","170.82","0.006"
"2015-01-22","238.24","0.1344","170.85","0.0071"
"2015-01-23","239.73","0.1402","173.54","0.0201"
"2015-01-26","239.96","0.1559","173.97","0.0407"
"2015-01-27","241.02","0.1671","174.61","0.0631"
"2015-01-28","240.53","0.1733","174.64","0.0597"
"2015-01-29","240.03","0.1795","172.08","0.0542"
"2015-01-30","239.71","0.1724","171.5","0.0475"
"2015-02-02","240.21","0.1789","171.86","0.0535"
"2015-02-03","240.62","0.1867","172.39","0.0561"
"2015-02-04","240.64","0.1886","172.33","0.0643"
"2015-02-05","240.54","0.1888","172.06","0.0672"
"2015-02-06","238.51","0.1754","169.86","0.0482"
"2015-02-09","237.98","0.1712","170.77","0.0514"
"2015-02-10","238.28","0.1724","170.94","0.0468"
"2015-02-11","238.0","0.1693","170.48","0.0422"
"2015-02-12","237.89","0.1668","164.37","0.0007"
"2015-02-13","237.89","0.171","170.34","0.0416"
"2015-02-16","237.87","0.1706","173.47","0.0601"
"2015-02-17","236.8","0.1642","173.5","0.0635"
"2015-02-18","236.32","0.163","168.48","0.0341"
"2015-02-19","235.33","0.159","167.84","0.0299"
"2015-02-20","235.37","0.1656","168.18","0.0436"
"2015-02-23","235.66","0.1739","168.28","0.0517"
"2015-02-24","236.09","0.1747","168.46","0.0466"
"2015-02-25","235.8","0.1698","168.1","0.0328"
"2015-02-26","236.24","0.1628","168.66","0.0307"
"2015-02-27","236.87","0.1529","171.31","0.0332"
"2015-03-02","237.08","0.1447","169.67","0.0026"
"2015-03-03","235.99","0.1413","168.64","0.0149"
"2015-03-04","235.81","0.1375","168.23","0.0034"
"2015-03-05","235.57","0.1335","168.0","-0.0002"
"2015-03-06","232.92","0.1161","165.36","-0.0276"
"2015-03-09","233.45","0.127","165.84","-0.0251"
"2015-03-10","232.55","0.1224","165.0","-0.0301"
"2015-03-11","232.54","0.1258","165.07","-0.0322"
"2015-03-12","232.81","0.1299","165.28","-0.0121"
"2015-03-13","230.95","0.1206","164.39","-0.0177"
"2015-03-16","230.36","0.115","163.69","-0.0208"
"2015-03-17","230.54","0.111","163.32","-0.0316"
"2015-03-18","230.47","0.1079","163.64","-0.0338"
"2015-03-19","229.1","0.0984","163.65","-0.044"
"2015-03-20","229.38","0.1088","162.56","-0.0359"
"2015-03-23","229.83","0.106","163.33","-0.0402"
"2015-03-24","229.73","0.105","163.26","-0.0425"
"2015-03-25","230.49","0.1055","164.44","-0.0388"
"2015-03-26","230.06","0.1001","163.92","-0.0493"
"2015-03-27","229.45","0.095","163.83","-0.0528"
"2015-03-30","230.32","0.0955","164.5","-0.0563"
"2015-03-31","230.75","0.0888","164.76","-0.07"
"2015-04-01","231.96","0.0897","166.25","-0.0708"
"2015-04-06","233.67","0.0945","167.99","-0.0649"
"2015-04-07","233.2","0.0853","167.6","-0.0799"
"2015-04-08","232.94","0.078","167.38","-0.0898"
"2015-04-09","232.99","0.076","167.56","-0.0914"
"2015-04-10","232.74","0.0731","167.33","-0.0971"
"2015-04-13","232.49","0.0809","167.17","-0.0815"
"2015-04-14","233.2","0.0855","167.98","-0.0753"
"2015-04-15","232.76","0.0905","167.35","-0.0676"
"2015-04-16","231.79","0.0896","166.35","-0.0666"
"2015-04-17","231.86","0.0898","166.69","-0.0647"
"2015-04-20","232.37","0.0923","167.53","-0.06"
"2015-04-21","232.13","0.0927","167.2","-0.059"
"2015-04-22","231.63","0.0873","167.27","-0.0622"
"2015-04-23","231.12","0.0814","166.37","-0.07"
"2015-04-24","231.18","0.0774","166.44","-0.0806"
"2015-04-27","231.25","0.0786","166.63","-0.0798"
"2015-04-28","231.49","0.0811","166.68","-0.0803"
"2015-04-29","231.08","0.0782","166.04","-0.0841"
"2015-04-30","230.69","0.0714","166.1","0.0008"
"2015-05-04","229.92","0.0612","166.28","-0.0047"
"2015-05-05","228.34","0.0487","166.32","-0.0051"
"2015-05-06","227.67","0.0443","162.71","-0.025"
"2015-05-07","227.98","0.0391","162.98","-0.0446"
"2015-05-08","229.01","0.0369","163.56","-0.0408"
"2015-05-11","228.16","0.0309","162.83","-0.0409"
"2015-05-12","228.05","0.0282","162.77","-0.0241"
"2015-05-13","228.0","0.0278","162.87","-0.0251"
"2015-05-14","228.01","0.0249","164.67","-0.0155"
"2015-05-15","228.06","0.0282","164.8","-0.0118"
"2015-05-18","227.9","0.0309","164.71","-0.0068"
"2015-05-19","227.93","0.032","164.84","-0.0123"
"2015-05-20","227.72","0.0304","164.61","-0.0138"
"2015-05-21","228.04","0.0304","164.95","-0.012"
"2015-05-22","228.04","0.03","165.04","-0.0118"
"2015-05-25","228.17","0.0299","165.29","-0.0107"
"2015-05-26","228.09","0.0311","165.22","-0.0117"
"2015-05-27","228.33","0.0341","165.41","-0.0117"
"2015-05-28","227.92","0.0309","165.3","-0.0118"
"2015-05-29","227.97","0.0302","165.28","-0.012"
"2015-06-01","227.24","0.0254","164.71","-0.0156"
"2015-06-02","226.78","0.0235","164.57","-0.0169"
"2015-06-03","225.89","0.0216","163.77","-0.0218"
"2015-06-04","227.15","0.0318","164.56","-0.017"
"2015-06-05","225.49","0.02","163.75","-0.0052"
"2015-06-08","225.35","0.0132","163.74","-0.0158"
"2015-06-09","224.91","0.0101","163.11","-0.0135"
"2015-06-10","225.19","0.0145","163.67","-0.0061"
"2015-06-11","225.64","0.0125","164.09","-0.009"
"2015-06-12","226.01","0.0089","164.4","-0.0146"
"2015-06-15","225.9","0.0069","164.38","-0.0182"
"2015-06-16","225.73","0.0056","164.27","-0.019"
"2015-06-17","225.57","0.0092","164.21","-0.0196"
"2015-06-18","225.76","0.0099","164.49","-0.0328"
"2015-06-19","226.12","0.0072","164.68","-0.0376"
"2015-06-22","225.7","0.0094","164.49","-0.0338"
"2015-06-23","224.75","0.0034","163.67","-0.0359"
"2015-06-24","224.67","0.003","163.77","-0.0223"
"2015-06-25","224.3","0.0003","163.41","-0.0144"
"2015-06-26","223.82","-0.0027","163.23","-0.0519"
"2015-06-30","224.17","-0.0054","163.45","-0.0516"
"2015-07-01","223.06","-0.0116","162.63","-0.0593"
"2015-07-02","222.37","-0.0119","162.67","-0.058"
"2015-07-03","221.74","-0.0186","161.45","-0.0641"
"2015-07-06","221.64","-0.0203","161.31","-0.065"
"2015-07-07","221.42","-0.0236","161.09","-0.0656"
"2015-07-08","221.2","-0.0271","160.8","-0.0675"
"2015-07-09","221.59","-0.0274","161.44","-0.0631"
"2015-07-10","221.23","-0.0324","161.15","-0.065"
"2015-07-13","221.92","-0.0355","161.95","-0.064"
"2015-07-14","223.13","-0.0339","163.14","-0.0579"
"2015-07-15","222.99","-0.0394","163.37","-0.0569"
"2015-07-16","224.14","-0.0356","164.7","-0.0497"
"2015-07-17","225.01","-0.0271","165.41","-0.0457"
"2015-07-20","224.56","-0.0284","164.99","-0.048"
"2015-07-21","225.17","-0.0252","165.85","-0.046"
"2015-07-22","225.69","-0.0211","166.46","-0.0589"
"2015-07-23","226.5","-0.0157","167.44","-0.056"
"2015-07-24","226.34","-0.0145","167.6","-0.0528"
"2015-07-30","224.91","-0.0187","166.37","-0.0719"
"2015-07-31","225.08","-0.0159","166.85","-0.0447"
"2015-08-03","224.93","-0.0162","166.82","-0.0408"
"2015-08-04","225.16","-0.0163","167.34","-0.0385"
"2015-08-05","225.08","-0.0157","167.38","-0.0361"
"2015-08-06","225.07","-0.0171","167.35","-0.0345"
"2015-08-07","224.98","-0.0178","167.24","-0.0353"
"2015-08-10","225.08","-0.0119","167.39","-0.0313"
"2015-08-11","225.08","-0.0134","167.32","-0.0326"
"2015-08-12","225.38","-0.0148","167.29","-0.0307"
"2015-08-13","224.59","-0.0197","166.66","-0.0334"
"2015-08-14","223.45","-0.0252","166.7","-0.0317"
"2015-08-17","222.52","-0.0322","166.9","-0.0313"
"2015-08-18","222.07","-0.0333","163.9","-0.0494"
"2015-08-19","222.15","-0.0341","163.91","-0.0495"
"2015-08-20","221.84","-0.0353","163.85","-0.0501"
"2015-08-21","220.92","-0.0384","163.24","-0.0509"
"2015-08-24","218.66","-0.0483","161.81","-0.0597"
"2015-08-25","218.9","-0.0498","161.81","-0.0599"
"2015-08-26","217.18","-0.0597","160.34","-0.0687"
"2015-08-27","217.38","-0.0573","160.88","-0.0657"
"2015-08-28","217.08","-0.0575","161.0","-0.0682"
"2015-08-31","216.55","-0.0608","160.69","-0.0702"
"2015-09-01","215.05","-0.0709","159.49","-0.0795"
"2015-09-02","214.45","-0.0727","158.14","-0.0874"
"2015-09-03","213.89","-0.0759","158.0","-0.0882"
"2015-09-04","214.55","-0.0752","158.57","-0.0838"
"2015-09-07","213.92","-0.08","158.39","-0.0849"
"2015-09-08","213.95","-0.0789","158.43","-0.0753"
"2015-09-09","213.69","-0.0764","158.47","-0.0812"
"2015-09-10","213.34","-0.0739","158.75","-0.0797"
"2015-09-11","212.5","-0.0777","158.36","-0.0776"
"2015-09-14","213.91","-0.0672","159.59","-0.0704"
"2015-09-15","213.94","-0.0623","159.91","-0.0681"
"2015-09-16","214.86","-0.0608","160.99","-0.0491"
"2015-09-17","215.15","-0.0583","161.4","-0.0459"
"2015-09-18","217.42","-0.0442","163.02","-0.0348"
"2015-09-21","217.6","-0.0442","163.15","-0.0403"
"2015-09-22","215.35","-0.0531","163.19","-0.0402"
"2015-09-23","215.4","-0.048","162.01","-0.0399"
"2015-09-24","215.33","-0.0482","161.99","-0.0398"
"2015-09-25","215.06","-0.0437","161.86","-0.0323"
"2015-09-28","214.68","-0.0428","161.11","-0.0141"
"2015-09-29","214.81","-0.0391","161.15","-0.0076"
"2015-09-30","216.06","-0.0371","162.39","-0.0067"
